,filename,Reentrancy,Integer_Overflow_Underflow,Access_Control,Timestamp_Dependence,Transaction_Ordering_Dependence_Front_Running,tx_origin,Unchecked_Low_Level_Calls
0,CodeSmell_OriginalFiles/0x00430f32b8e77a456d0ab7e6f1dc1b84f4ae62e0.sol,0,0,0,0,0,0,0
1,CodeSmell_OriginalFiles/0x01617196358c14628d032f9c5f7188f2fbcafd78.sol,0,0,0,0,0,0,1
2,CodeSmell_OriginalFiles/0x01bd70a0cc118bca4c70624286488e8f3d78a10f.sol,0,0,0,0,0,0,1
3,CodeSmell_OriginalFiles/0x01d5d0108589f3c52fcce6e65503bb6515e66698.sol,0,0,0,0,0,0,0
4,CodeSmell_OriginalFiles/0x0214d7faA8145bDdb0fb4977980cE26AA1f95cEE.sol,0,0,0,0,0,0,0
5,CodeSmell_OriginalFiles/0x0348b55abd6e1a99c6ebc972a6a4582ec0bceb5c.sol,0,1,0,0,0,0,0
6,CodeSmell_OriginalFiles/0x035a401972f228b58dcae76bf318b54ed036d680.sol,0,1,0,0,0,0,1
7,CodeSmell_OriginalFiles/0x040d11c850fb167cddb1e4d308fe9062fddaebd1.sol,0,1,0,0,0,0,1
8,CodeSmell_OriginalFiles/0x05580ac8bdcdecee70c39592cd07c303992d58b8.sol,0,0,0,0,0,0,0
9,CodeSmell_OriginalFiles/0x05d379b48A8622ae4018309E116420Db4a38A225.sol,0,0,0,0,0,0,0
10,CodeSmell_OriginalFiles/0x06012c8cf97bead5deae237070f9587f8e7a266d.sol,1,1,0,0,0,0,0
11,CodeSmell_OriginalFiles/0x060e1e5ca588561431822e296aeab1fdecc893dc.sol,0,0,0,0,0,0,0
12,CodeSmell_OriginalFiles/0x06Ee3390532f493B4C3a41aA6E396ec750C038d7.sol,0,0,0,0,0,0,1
13,CodeSmell_OriginalFiles/0x075a5d77E17502ABa0388746aA229BB33682f521.sol,0,0,0,0,0,0,0
14,CodeSmell_OriginalFiles/0x08fca9bfaed36c29ee3435206158f13dedf4a859.sol,0,1,0,0,0,0,1
15,CodeSmell_OriginalFiles/0x090fC358FA1a992C083590c7dd33Ad5208A02e9d.sol,0,0,0,0,0,0,0
16,CodeSmell_OriginalFiles/0x092d3374f942bb4a99ce64f37fa7e661fdd1e74c.sol,1,0,0,0,0,0,0
17,CodeSmell_OriginalFiles/0x09678741bd50c3e74301f38fbd0136307099ae5d.sol,0,0,0,1,0,0,0
18,CodeSmell_OriginalFiles/0x0E915b35cC269b2DfC8BbD8E4A88Ed4884a53EfC.sol,1,1,0,0,0,0,0
19,CodeSmell_OriginalFiles/0x0F4caFDCE3737601C598BcFD4Bbd69F75786bA40.sol,1,0,0,0,0,0,0
20,CodeSmell_OriginalFiles/0x0b1724cc9fda0186911ef6a75949e9c0d3f0f2f3.sol,0,0,0,0,0,0,0
21,CodeSmell_OriginalFiles/0x0b6bc31fe6839ec3b8cfc98819cec7fa64158a8f.sol,0,0,0,0,0,0,1
22,CodeSmell_OriginalFiles/0x0b9e9c56ec900fbea85546444458d3c31ab60572.sol,0,0,0,0,0,0,0
23,CodeSmell_OriginalFiles/0x0dE2aD05856f8F5bfD8284D540a5d8C3AEc4dC9A.sol,0,0,0,0,0,0,0
24,CodeSmell_OriginalFiles/0x0dcfdb9f5496ed7f62dd0ac019c7daf184a66aef.sol,0,0,0,0,0,0,0
25,CodeSmell_OriginalFiles/0x0f598112679b78e17a4a9febc83703710d33489c.sol,0,0,0,0,0,0,0
26,CodeSmell_OriginalFiles/0x0f5d2fb29fb7d3cfee444a200298f468908cc942.sol,0,0,0,0,0,0,0
27,CodeSmell_OriginalFiles/0x103c2c150a2dbcc277ee084c59881978060c8c22.sol,0,1,0,0,0,0,0
28,CodeSmell_OriginalFiles/0x10b7d09dca7f9c6d33a9aeef5bf2bb5ce3ec1550.sol,0,0,0,0,0,0,0
29,CodeSmell_OriginalFiles/0x10e32d84d8bd44b68e99c6fe147ef2ba63e6ae22.sol,0,0,0,0,0,0,0
30,CodeSmell_OriginalFiles/0x11524a168d1b888df781a87a6b4511f199b543ad.sol,0,0,0,0,0,0,0
31,CodeSmell_OriginalFiles/0x11d4ec0991951b5ea20a1f3bf0c9e36e054b1e55.sol,0,0,0,0,0,0,1
32,CodeSmell_OriginalFiles/0x129acbb3ad1a3ad13fec0fc7ca26811a487e14c9.sol,0,0,0,0,0,0,0
33,CodeSmell_OriginalFiles/0x12b58582694d1f854ce2a947b27be598569fbc92.sol,0,0,0,0,0,0,1
34,CodeSmell_OriginalFiles/0x13ce614e9d7ce609dedba1b42ba2163426ba5ace.sol,0,0,0,0,0,0,0
35,CodeSmell_OriginalFiles/0x13ea82d5e1a811f55bda9c86fdd6195a6bd23aed.sol,0,0,0,0,0,0,0
36,CodeSmell_OriginalFiles/0x141766882733cafa9033e8707548fdcac908db22.sol,1,1,0,0,0,0,0
37,CodeSmell_OriginalFiles/0x14a3f4795076c0ae67c2aa9efc10e58427a00dff.sol,0,1,0,0,0,0,0
38,CodeSmell_OriginalFiles/0x14c6c5b52827b9fffef52e08ee2479498e5c9cf3.sol,0,0,0,0,0,0,1
39,CodeSmell_OriginalFiles/0x14cf6193935b17fc72649ba420fdd5bfdf1f0001.sol,1,1,0,1,0,0,1
40,CodeSmell_OriginalFiles/0x14f109d126c58b5bf55cdc51b9bd90b21e6a6de5.sol,0,0,0,0,0,0,0
41,CodeSmell_OriginalFiles/0x155E7e9ab193Aa37c87D22f66002e3dB64C9E0Ce.sol,0,0,0,0,0,0,0
42,CodeSmell_OriginalFiles/0x15dbdB25f870f21eaf9105e68e249E0426DaE916.sol,0,0,0,0,0,0,0
43,CodeSmell_OriginalFiles/0x16885883e2785C56D279636b45fB85d8F9B0db23.sol,1,1,0,0,0,0,0
44,CodeSmell_OriginalFiles/0x16a0772b17ae004e6645e0e95bf50ad69498a34e.sol,0,1,0,0,0,0,1
45,CodeSmell_OriginalFiles/0x173fc908b21b861facf54c65c10002b1e2f9c323.sol,0,0,0,0,0,0,0
46,CodeSmell_OriginalFiles/0x1748255382157bc5d4ed7e70c56afc5c97bddf07.sol,0,1,0,0,0,0,0
47,CodeSmell_OriginalFiles/0x19d7a9ad3b49252fd2ef640d0e43dfd651168499.sol,1,0,0,0,0,0,0
48,CodeSmell_OriginalFiles/0x1b8f71e4eec8df98598bbc3093cafeb57c7109ae.sol,0,0,0,0,0,0,0
49,CodeSmell_OriginalFiles/0x1bb28e79f2482df6bf60efc7a33365703bcf1536.sol,0,0,0,0,0,0,0
50,CodeSmell_OriginalFiles/0x1c02ce498dc6d0d6ef05a253e021258b07eeba91.sol,0,0,0,0,0,0,0
51,CodeSmell_OriginalFiles/0x1cE7AE555139c5EF5A57CC8d814a867ee6Ee33D8.sol,1,0,0,0,0,0,1
52,CodeSmell_OriginalFiles/0x1cf6949F4B661018B3195f3FF98effe12f587263.sol,0,0,0,0,0,0,0
53,CodeSmell_OriginalFiles/0x1d840cb510f084e6154c85d14d98cdc8f7a3b4d5.sol,0,0,0,0,0,0,0
54,CodeSmell_OriginalFiles/0x1de2bfa2dfbca3af3848bfd9089ff84f447366f4.sol,1,0,0,0,0,0,0
55,CodeSmell_OriginalFiles/0x1de4b791c6c7230dffb6d1ecce8eef1ed7f631f9.sol,1,0,0,0,0,0,0
56,CodeSmell_OriginalFiles/0x1e025340d6f75a2a4ef81139049cfbf976782eeb.sol,1,1,0,1,0,0,0
57,CodeSmell_OriginalFiles/0x1e2fbe6be9eb39fc894d38be976111f332172d83.sol,1,0,0,0,0,0,1
58,CodeSmell_OriginalFiles/0x1f31d1168efe4bd22d00d31fc425e5bcb54c75e7.sol,0,1,0,0,0,0,0
59,CodeSmell_OriginalFiles/0x1f88888732d0943bb49f7573a8848814ff0a4090.sol,0,0,0,0,0,0,0
60,CodeSmell_OriginalFiles/0x1fc7bd85293f3982f40d52698df8d26be89360d6.sol,1,1,0,0,0,0,0
61,CodeSmell_OriginalFiles/0x208d6ed75f6aacdb9c71099c0943736fddbf5989.sol,0,1,0,0,0,0,1
62,CodeSmell_OriginalFiles/0x2128ed30ffef264f70f2d6237108f8aa02fb3b64.sol,0,0,0,0,0,0,1
63,CodeSmell_OriginalFiles/0x218aa06eabc62f2668b0a1e1307d9f7ec47d29a2.sol,0,0,0,0,0,0,1
64,CodeSmell_OriginalFiles/0x219218f117dc9348b358b8471c55a073e5e0da0b.sol,0,1,0,0,0,0,0
65,CodeSmell_OriginalFiles/0x22164e957ac4c0cb0f19c49b05e627675436dfe1.sol,1,1,0,1,0,0,0
66,CodeSmell_OriginalFiles/0x225ad9683005ce6fde4eae78c7ed91a499182378.sol,0,1,0,0,0,0,0
67,CodeSmell_OriginalFiles/0x23166b7900d968f2A2100829b0A19540aa2f7cf1.sol,0,0,0,0,0,0,0
68,CodeSmell_OriginalFiles/0x23a20f8e0b5c79f39a2b4395a610a60fb30bc71d.sol,0,0,0,0,0,0,0
69,CodeSmell_OriginalFiles/0x26d08b9d227933a85e855656dc46ab889e183c88.sol,1,0,0,0,0,0,0
70,CodeSmell_OriginalFiles/0x27218c41e1054dc0484acd2ad35def0ffd17782a.sol,1,0,0,1,0,0,0
71,CodeSmell_OriginalFiles/0x276f5da0f6c7b55129570ac7195e6e65122a4cd0.sol,0,0,0,0,0,0,0
72,CodeSmell_OriginalFiles/0x27ba31d1f1219ba326a30c9fb9e17fb4d6a364a7.sol,0,0,0,0,0,0,0
73,CodeSmell_OriginalFiles/0x286bda1413a2df81731d4930ce2f862a35a609fe.sol,0,0,0,0,0,0,0
74,CodeSmell_OriginalFiles/0x286e052bc8250250566683424001ee5224867d91.sol,0,1,0,0,0,0,0
75,CodeSmell_OriginalFiles/0x29aa20fB9b23421E310BDB8a7cfB81d7fbB4a1b3.sol,1,1,0,0,0,0,0
76,CodeSmell_OriginalFiles/0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208.sol,1,0,0,0,0,0,0
77,CodeSmell_OriginalFiles/0x2af47a65da8cd66729b4209c22017d6a5c2d2400.sol,1,1,0,0,0,0,1
78,CodeSmell_OriginalFiles/0x2c1180e2818069e5a9f911e636fb8f3db5106a9f.sol,0,0,0,0,0,0,0
79,CodeSmell_OriginalFiles/0x2c3cc0f8dede2eccae43380ecf29b61fa6d10dca.sol,0,0,0,0,0,0,0
80,CodeSmell_OriginalFiles/0x2c6c596cfd4c2c3b039db90fd3c8acb564e13251.sol,1,1,0,0,0,0,0
81,CodeSmell_OriginalFiles/0x2ce4f2b9b3261cd95229d80dfc785d2edb4cfd1a.sol,0,0,0,0,0,0,0
82,CodeSmell_OriginalFiles/0x2e2e617e4625c6a30a3290dde5b689212ff061e8.sol,0,0,0,0,0,0,0
83,CodeSmell_OriginalFiles/0x2eefe55e7fd4546ce3451430aa4fdced0c4efe85.sol,0,0,0,0,0,0,0
84,CodeSmell_OriginalFiles/0x30407ece7f4252a7e2d786207831561b33ec3f13.sol,0,0,0,0,0,0,0
85,CodeSmell_OriginalFiles/0x30758B708a2A31C3ab7dE6B8637adBed725e33aE.sol,0,0,0,0,0,0,1
86,CodeSmell_OriginalFiles/0x3076d20cef23cf934fc6f857eb97e2baa63fc9fb.sol,0,0,0,0,0,0,0
87,CodeSmell_OriginalFiles/0x30cc0e266cf33b8eac6a99cbd98e39b890cfd69b.sol,0,0,0,0,0,0,0
88,CodeSmell_OriginalFiles/0x30cefbcb5c26a5b19a019092ab8d09f8739c904f.sol,0,0,0,1,0,0,0
89,CodeSmell_OriginalFiles/0x311d745582a97be5d7abbce48855ecec72737c5d.sol,1,0,0,0,0,0,0
90,CodeSmell_OriginalFiles/0x320274f5dd332cc3b617b360e8554d95a0b96978.sol,1,0,0,0,0,0,0
91,CodeSmell_OriginalFiles/0x32bacc8b241fb172fee18bda32527126c6f3c5f7.sol,1,1,0,0,0,0,1
92,CodeSmell_OriginalFiles/0x3339ec512996fcdfacae2fbe941b6820f2c4e8b2.sol,0,1,0,1,0,0,0
93,CodeSmell_OriginalFiles/0x336db6c1ead9cc4d5b0a33ac03c057e20640126a.sol,0,1,0,0,0,0,0
94,CodeSmell_OriginalFiles/0x338649003ff30194be899100b67a00bbcd62af67.sol,0,0,0,0,0,0,0
95,CodeSmell_OriginalFiles/0x33a22bcafd6ef4e4a5e322f9a3910298a3c043a8.sol,0,0,0,0,0,0,1
96,CodeSmell_OriginalFiles/0x33a275B9cd129b34e5f0693D82d6d3Db26B0C3a0.sol,1,0,0,0,0,0,0
97,CodeSmell_OriginalFiles/0x33a4b06a3ecc62062ecf3646eff39f952c8fffc9.sol,0,0,0,0,0,0,1
98,CodeSmell_OriginalFiles/0x34f940a0311f6f6015fee8ddc1e2eb7985202690.sol,0,0,0,0,0,0,0
99,CodeSmell_OriginalFiles/0x357f07ac89ee6329a70ca837d6bfc16b0275015f.sol,1,1,0,0,0,0,0
100,CodeSmell_OriginalFiles/0x35a69642857083ba2f30bfab735dacc7f0bac969.sol,0,0,0,0,0,0,0
101,CodeSmell_OriginalFiles/0x35d82234a9f2cfe1dc2fb7665c785e1755cfd559.sol,0,1,0,0,0,0,1
102,CodeSmell_OriginalFiles/0x365267181bc0ef38bbb8d8ca9b330dc0c3ac01d1.sol,0,0,0,0,0,0,0
103,CodeSmell_OriginalFiles/0x371715dda4cf2b4ca22c5995da8a86bc7c21837e.sol,0,0,0,0,0,0,0
104,CodeSmell_OriginalFiles/0x3726cc0cdb26106bfb297ee6697da2a8687f385b.sol,0,1,0,0,0,0,0
105,CodeSmell_OriginalFiles/0x373c55c277b866a69dc047cad488154ab9759466.sol,1,0,0,0,0,0,1
106,CodeSmell_OriginalFiles/0x3774cc78af0bda8eacbdac6be5fb23261b8efaa7.sol,0,0,0,0,0,0,1
107,CodeSmell_OriginalFiles/0x37a5bb09f4d7613803f6bdd52d261c01ec2a7540.sol,0,0,0,0,0,0,1
108,CodeSmell_OriginalFiles/0x388a037ab169b128e70cf67e1228ecd03f0400f2.sol,0,0,0,0,0,0,0
109,CodeSmell_OriginalFiles/0x39139b54e733d01fd0b46fdb32cf45e08696541c.sol,0,0,0,0,0,0,0
110,CodeSmell_OriginalFiles/0x39173925e7c7a07dc7a6afbf1dffd0179de18c27.sol,0,0,0,0,0,0,0
111,CodeSmell_OriginalFiles/0x39df5af51c47256e5c63b3dae1a21f3da4a58e89.sol,1,0,0,0,0,0,0
112,CodeSmell_OriginalFiles/0x3aaa175924a77ee4b40606f714b727331e430ece.sol,1,1,0,0,0,0,0
113,CodeSmell_OriginalFiles/0x3ad158c1d0ba24eb86e4bc49a7944f08941ca7bc.sol,0,0,0,0,0,0,1
114,CodeSmell_OriginalFiles/0x3b5F11dBaC1476af17957C6e5991F21c826743dd.sol,0,0,0,0,0,0,1
115,CodeSmell_OriginalFiles/0x3b95e7496f55ecfd4d6db009879e3a8ce684940b.sol,0,0,0,0,0,0,0
116,CodeSmell_OriginalFiles/0x3bb62bada8f9921dcf0b1be5d2c972d69c064d84.sol,1,1,0,1,0,0,1
117,CodeSmell_OriginalFiles/0x3c7767011C443EfeF2187cf1F2a4c02062da3998.sol,0,1,0,1,0,0,0
118,CodeSmell_OriginalFiles/0x3cfc5c7fa8db91de8efd633998097f8e96eff043.sol,0,0,0,0,0,0,1
119,CodeSmell_OriginalFiles/0x3eb21f4678b352fcd8facf06b642c6720e04961b.sol,0,0,0,0,0,0,0
120,CodeSmell_OriginalFiles/0x3efb2bbdf798c5f9fe0dd932846fa1b031eac1fe.sol,0,0,0,0,0,0,0
121,CodeSmell_OriginalFiles/0x3f0a24a07b2d729a02640deb1d27cd00da72b799.sol,0,1,0,0,0,0,1
122,CodeSmell_OriginalFiles/0x402b92b00552409ed1ad83a74ff037ce1a3d7276.sol,1,1,0,0,0,0,0
123,CodeSmell_OriginalFiles/0x41ff0796a6c7a201476bff53c4cb2c48b084e5e0.sol,1,0,0,0,0,0,1
124,CodeSmell_OriginalFiles/0x4290563C2D7c255B5EEC87f2D3bD10389f991d68.sol,0,0,0,0,0,0,0
125,CodeSmell_OriginalFiles/0x4490f9807965c49a2471bd7b121a80f0b3861e5c.sol,0,0,0,0,0,0,0
126,CodeSmell_OriginalFiles/0x45aaf948ca47329f0059facb78806f1c63a3d197.sol,1,0,0,0,0,0,0
127,CodeSmell_OriginalFiles/0x45d147c800d401350b24fc1cd5fbc98040b177c8.sol,1,0,0,0,0,0,1
128,CodeSmell_OriginalFiles/0x472b76c61aa0eb8134a8eb1220c2598f33ce6b67.sol,0,0,0,0,0,0,0
129,CodeSmell_OriginalFiles/0x476c331d7f6569dc4bd16ef6673f7a89cd6f37c3.sol,0,1,0,0,0,0,0
130,CodeSmell_OriginalFiles/0x47d47c1f174bf9e7322974998e62968cec96257c.sol,0,1,0,0,0,0,0
131,CodeSmell_OriginalFiles/0x48EB12C0DDc5163E8693F3029A14440442Df2710.sol,0,0,0,0,0,0,0
132,CodeSmell_OriginalFiles/0x48d8f22d45e40F34cB7C10799F31246F134E9B7f.sol,1,0,0,0,0,0,0
133,CodeSmell_OriginalFiles/0x491559dd3dfdbca13edc74569e86c8a0d517975b.sol,1,0,0,1,0,0,0
134,CodeSmell_OriginalFiles/0x49516fe7bdc54b29a7f95ff55fdd38d9228e55af.sol,0,1,0,0,0,0,0
135,CodeSmell_OriginalFiles/0x49fddeae0b521dab8d0c4b77e7161094f971320d.sol,1,0,0,0,0,0,1
136,CodeSmell_OriginalFiles/0x4a412fe6e60949016457897f9170bb00078b89a3.sol,0,0,0,0,0,0,0
137,CodeSmell_OriginalFiles/0x4c1603e0834871ec3bab21d8db26de88db36bf9e.sol,0,0,0,0,0,0,1
138,CodeSmell_OriginalFiles/0x4d09c5e758ca68be27240f29fb681e5a5341ca98.sol,0,0,0,0,0,0,0
139,CodeSmell_OriginalFiles/0x4ddaf983302f451a5a6dc95af102335bf280d9a7.sol,0,0,0,0,0,0,0
140,CodeSmell_OriginalFiles/0x4e646a576917a6a47d5b0896c3e207693870869d.sol,1,0,0,0,0,0,1
141,CodeSmell_OriginalFiles/0x4f232a41b26bf07c37240f0cb3bde5727074a0f6.sol,0,0,0,0,0,0,0
142,CodeSmell_OriginalFiles/0x5019066b46ae4b8673085b609be366400f53871b.sol,1,0,0,1,0,0,0
143,CodeSmell_OriginalFiles/0x5052787b0B9cEC67442E2FF43D2176693377Bc5A.sol,0,1,0,0,0,0,0
144,CodeSmell_OriginalFiles/0x50fcf0396874f1d4a4d243e8bb4c370c97f119bf.sol,0,0,0,0,0,0,0
145,CodeSmell_OriginalFiles/0x51036b0029e95ecbce4784df0a87987d1092ec7d.sol,0,0,0,0,0,0,0
146,CodeSmell_OriginalFiles/0x52519fd6cb827ec77e961c76c9b326470703d0a8.sol,0,0,0,0,0,0,0
147,CodeSmell_OriginalFiles/0x525aEEf9Af9ae896179EE287e024a40cF5FC7655.sol,1,0,0,0,0,0,0
148,CodeSmell_OriginalFiles/0x52e34238bacb8730d4804637891c87656b5407d5.sol,0,1,0,0,0,0,0
149,CodeSmell_OriginalFiles/0x53570f9db0d81af09d9ef418e37e025668eed05f.sol,0,0,0,0,0,0,0
150,CodeSmell_OriginalFiles/0x535ab96be208f115302facee73ae976e9174ac0b.sol,0,1,0,0,0,0,1
151,CodeSmell_OriginalFiles/0x53a54c442583d2e844733f179d142c32f3c004b7.sol,1,0,0,0,0,0,0
152,CodeSmell_OriginalFiles/0x53e3a7ec57132173ce615debb9a303fd2cd86789.sol,0,1,0,0,0,0,0
153,CodeSmell_OriginalFiles/0x54186df214506ff5613196170d1bd576895193ab.sol,0,0,0,0,0,0,0
154,CodeSmell_OriginalFiles/0x55648de19836338549130b1af587f16bea46f66b.sol,0,0,0,0,0,0,0
155,CodeSmell_OriginalFiles/0x558c62533def5e9d77a7e555490c0E2889EaCF3A.sol,0,0,0,0,0,0,0
156,CodeSmell_OriginalFiles/0x55D5B8fE471cc4e19D7f0fc17D7a98c0C72A5688.sol,0,0,0,0,0,0,0
157,CodeSmell_OriginalFiles/0x575cb87ab3c2329a0248c7d70e0ead8e57f3e3f7.sol,1,1,0,0,0,0,0
158,CodeSmell_OriginalFiles/0x5783af06b94192a3f5f6610ecef477d033b70c74.sol,1,0,0,0,0,0,0
159,CodeSmell_OriginalFiles/0x580c1e3caca14826976b5820947f7ad486ac174d.sol,0,0,0,0,0,0,0
160,CodeSmell_OriginalFiles/0x5882D49d3511E09096CBbaB7E19fBFb82f65f28D.sol,0,0,0,0,0,0,0
161,CodeSmell_OriginalFiles/0x58e41735fa157a69ae9abf96321e890fb45f3dff.sol,0,0,0,0,0,0,1
162,CodeSmell_OriginalFiles/0x5ab14c104ba2771fd2a6ec6f616da1ad41d5b8a7.sol,0,0,0,0,0,0,0
163,CodeSmell_OriginalFiles/0x5b36208992284CEFA4de83F2Fb34B33D1A75d4B7.sol,1,0,0,0,0,0,0
164,CodeSmell_OriginalFiles/0x5b7ea49f9fa4cc48f6737b72bd36bb4b9732bb7d.sol,1,0,0,0,0,0,0
165,CodeSmell_OriginalFiles/0x5d356ebdaed2798547889ffa12fc587347e5ad89.sol,1,0,0,0,0,0,0
166,CodeSmell_OriginalFiles/0x5da6f5621c6f5c8b8f09e2a6d62a9ed544cbe37c.sol,0,0,0,0,0,0,0
167,CodeSmell_OriginalFiles/0x5fc6de61258e63706543bb57619b99cc0e5a5a1f.sol,0,0,0,0,0,0,0
168,CodeSmell_OriginalFiles/0x60a76ea79eBC7264F2897EE7FE4f33F31ef25A74.sol,0,0,0,0,0,0,0
169,CodeSmell_OriginalFiles/0x60e6b603b34b39ed22e95c10f360afde8a88d1e9.sol,0,0,0,0,0,0,0
170,CodeSmell_OriginalFiles/0x60ee1f74b96274a60b3dd5b92b35a49f86cfce80.sol,0,0,0,0,0,0,0
171,CodeSmell_OriginalFiles/0x611710ba93faf6d2964a94656771f76e6d05d5f0.sol,0,0,0,0,0,0,0
172,CodeSmell_OriginalFiles/0x615ed6779507f223d04722d43ccc0cd871964e2a.sol,0,1,0,0,0,0,1
173,CodeSmell_OriginalFiles/0x62451d37ca2ec1f0499996bc3c7e2baf258e9729.sol,0,1,0,1,0,0,0
174,CodeSmell_OriginalFiles/0x62c8b4ac2aef3ed13b929ca9fb20cacb222e3fa6.sol,0,0,0,0,0,0,0
175,CodeSmell_OriginalFiles/0x62e66080900fe39cd52bf5c0f8385b1339bedae5.sol,0,0,0,0,0,0,0
